1.049043494170348900e+01 2.503986251084558390e+01 2.664298993560479278e+00 0.000000000000000000e+00
7.327620600187893629e+00 1.277791825609792653e+01 1.050769143421775809e+01 0.000000000000000000e+00
1.805372878023859684e+01 1.431388857742183873e+01 1.442687116184444784e+00 0.000000000000000000e+00
9.990576295348198244e+00 1.881278636272795168e+01 6.897707655116113834e+00 0.000000000000000000e+00
1.144375165703296915e+01 9.874494609562043834e+00 6.652319331799170676e+00 0.000000000000000000e+00
1.139104543461379038e+01 6.912921306853591297e+00 2.412464974700557985e+00 0.000000000000000000e+00
1.161974385759905104e+01 9.700983666443354636e+00 7.803801824433252321e+00 0.000000000000000000e+00
2.784935328718675329e+00 4.474780648018712448e+00 7.514309686779411912e+00 0.000000000000000000e+00
1.906954686640138164e+01 2.976620669981648604e+01 7.980803306864860502e+00 0.000000000000000000e+00
1.537636993702492738e+00 2.415813419129895667e+00 9.010281387928486652e+00 0.000000000000000000e+00
1.640114293795299005e+01 2.248264579187274848e+01 7.594552671419146250e+00 0.000000000000000000e+00
1.565396447742618768e+00 1.578971691495942631e+00 1.372500024744698566e+00 0.000000000000000000e+00
5.438094813262123850e+00 5.877908613500728130e+00 9.739365663488376512e+00 0.000000000000000000e+00
7.281291207903945129e+00 1.397825597055430435e+01 7.663928781473328122e+00 0.000000000000000000e+00
3.829600052554706036e+00 3.383914716190421501e+00 8.129356507958636513e+00 0.000000000000000000e+00
1.791979643203370642e+01 4.493743252446324021e+01 4.046317309868830314e+00 0.000000000000000000e+00
6.200028832649106647e+00 4.324581215669304868e+00 4.242617675769987606e+00 0.000000000000000000e+00
3.344723060658324698e+00 6.832493484472728085e+00 5.831047359425007848e+00 0.000000000000000000e+00
3.831867701690891082e+00 3.296981543013643545e+00 6.131346050406174975e+00 0.000000000000000000e+00
7.356164917228590561e+00 8.989698812313219989e+00 8.388060919852211583e+00 0.000000000000000000e+00
4.155994225593490299e+00 4.620124825092661425e+00 2.373901682445644035e+00 0.000000000000000000e+00
1.750435992435927446e+01 2.039729757840006741e+01 2.713534883498022410e+00 0.000000000000000000e+00
1.843403871370504277e+01 2.652544853553346371e+01 3.393376090707854953e+00 0.000000000000000000e+00
1.508774966128156159e+01 2.423280938959957709e+01 3.119505274190963906e+00 0.000000000000000000e+00
1.070515022876092459e+01 1.712772410436830484e+01 2.242292888456050459e+00 0.000000000000000000e+00
1.204204905373488543e+01 1.796709872699744892e+01 1.078984137873551141e+01 0.000000000000000000e+00
1.544062550327323002e+01 8.757435580156379018e+00 4.702638362977032749e+00 0.000000000000000000e+00
7.199657352156117796e+00 1.115607197561916664e+01 8.527818482763409591e+00 0.000000000000000000e+00
1.429069621873652274e+00 1.118964708574458955e+00 9.621765766985475921e+00 0.000000000000000000e+00
1.100952903295470087e+01 1.786741405865205579e+01 1.638798490398034824e+00 0.000000000000000000e+00
1.030678420301117271e+01 2.129762011777834019e+01 5.993619571535931279e+00 0.000000000000000000e+00
9.037204119097022925e+00 1.611466193304814354e+01 9.506489291711952561e+00 0.000000000000000000e+00
6.876592208576907339e+00 9.444337245793967384e+00 5.697424422414054668e+00 0.000000000000000000e+00
1.435340002365942613e+00 9.947559359530845358e-01 8.336621963456972040e+00 0.000000000000000000e+00
5.508758137463364513e+00 3.144731582203694753e+00 9.000202958721887470e+00 0.000000000000000000e+00
1.979235476051667497e+00 1.870372590236555554e+00 6.938504960238594421e+00 0.000000000000000000e+00
1.030753785749717899e+01 9.676451486759450660e+00 1.157816724052646240e+00 0.000000000000000000e+00
1.814423155384445963e+01 2.768376439543947143e+01 1.133941620546356166e+00 0.000000000000000000e+00
1.711605086629619521e+01 1.652915707990362293e+01 1.079868997368995487e+01 0.000000000000000000e+00
