1.641641641641641725e+00 2.999999999999999737e-04 0.000000000000000000e+00
8.808808808808809010e-01 2.999999999999999737e-04 0.000000000000000000e+00
5.005005005005005447e-01 2.999999999999999737e-04 0.000000000000000000e+00
9.009009009009009139e-01 2.999999999999999737e-04 0.000000000000000000e+00
1.541541541541541438e+00 2.999999999999999737e-04 0.000000000000000000e+00
3.263263263263263436e+00 2.999999999999999737e-04 0.000000000000000000e+00
1.961961961961961931e+00 2.999999999999999737e-04 0.000000000000000000e+00
6.006006006006006093e-01 2.999999999999999737e-04 0.000000000000000000e+00
1.581581581581581464e+00 2.999999999999999737e-04 0.000000000000000000e+00
3.403403403403403304e-01 2.999999999999999737e-04 0.000000000000000000e+00
1.341341341341341309e+00 2.999999999999999737e-04 0.000000000000000000e+00
1.541541541541541438e+00 2.999999999999999737e-04 0.000000000000000000e+00
4.604604604604604634e-01 2.999999999999999737e-04 0.000000000000000000e+00
1.161161161161161193e+00 2.999999999999999737e-04 0.000000000000000000e+00
1.661661661661661737e+00 2.999999999999999737e-04 0.000000000000000000e+00
4.204204204204204376e-01 2.999999999999999737e-04 0.000000000000000000e+00
2.082082082082082231e+00 2.999999999999999737e-04 0.000000000000000000e+00
8.208208208208208623e-01 2.999999999999999737e-04 0.000000000000000000e+00
2.262262262262262347e+00 2.999999999999999737e-04 0.000000000000000000e+00
1.121121121121121167e+00 2.999999999999999737e-04 0.000000000000000000e+00
1.461461461461461386e+00 2.999999999999999737e-04 0.000000000000000000e+00
3.803803803803803563e-01 2.999999999999999737e-04 0.000000000000000000e+00
4.204204204204204376e-01 2.999999999999999737e-04 0.000000000000000000e+00
1.821821821821821841e+00 2.999999999999999737e-04 0.000000000000000000e+00
7.807807807807807254e-01 2.999999999999999737e-04 0.000000000000000000e+00
1.161161161161161193e+00 2.999999999999999737e-04 0.000000000000000000e+00
1.101101101101101154e+00 2.999999999999999737e-04 0.000000000000000000e+00
1.401401401401401348e+00 2.999999999999999737e-04 0.000000000000000000e+00
1.461461461461461386e+00 2.999999999999999737e-04 0.000000000000000000e+00
1.601601601601601588e-01 2.999999999999999737e-04 0.000000000000000000e+00
1.841841841841841854e+00 2.999999999999999737e-04 0.000000000000000000e+00
8.408408408408408752e-01 2.999999999999999737e-04 0.000000000000000000e+00
