5,   1.8, 0.5, -0.5, -1.2, 0,     0.8,   3.4,  4, 4,   2.1, 1.8, 4.4,  5
18, 11.5, 7.5,  1.6, -5,   -11.5, -12,  -7.4, -5, 0.6, 0.3, 2.8, 8.7, 18
